lang,task,test_accuracy,test_duration
pt,read,0.754,0 days 00:00:58.265448
ru,write,0.354,0 days 00:00:58.503372
ru,read,0.955,0 days 00:00:58.474673
sh,write,0.989,0 days 00:00:58.345824
sh,read,0.989,0 days 00:00:58.346946
tr,write,0.945,0 days 00:00:58.486854
tr,read,0.935,0 days 00:00:58.492209
zh,write,0.12,0 days 00:00:58.422654
zh,read,0.675,0 days 00:00:57.608913
ent,write,0.996,0 days 00:00:59.245135
ent,read,1.0,0 days 00:00:59.236749
eno,write,0.0,0 days 00:00:59.130414
eno,read,0.0,0 days 00:00:58.518025
ar,write,0.819,0 days 00:00:58.524133
ar,read,0.993,0 days 00:00:58.582122
br,write,0.76,0 days 00:00:58.369797
br,read,0.727,0 days 00:00:58.526732
de,write,0.637,0 days 00:00:58.780280
de,read,0.736,0 days 00:00:58.741735
en,write,0.34,0 days 00:00:58.415440
en,read,0.256,0 days 00:00:58.443042
eo,write,0.996,0 days 00:00:58.550083
eo,read,0.999,0 days 00:00:58.505750
es,write,0.652,0 days 00:00:58.555075
es,read,0.864,0 days 00:00:58.639246
fi,write,0.981,0 days 00:00:58.649722
fi,read,0.907,0 days 00:00:58.662505
fr,write,0.238,0 days 00:00:58.569576
fr,read,0.764,0 days 00:00:58.749271
fro,write,0.99,0 days 00:00:58.634748
fro,read,0.871,0 days 00:00:58.698461
it,write,0.927,0 days 00:00:58.666193
it,read,0.697,0 days 00:00:58.521931
ko,write,0.793,0 days 00:00:58.638019
ko,read,0.965,0 days 00:00:58.525249
nl,write,0.67,0 days 00:00:58.458509
nl,read,0.531,0 days 00:00:58.497977
pt,write,0.706,0 days 00:00:58.492521
pt,read,0.778,0 days 00:00:58.572306
ru,write,0.359,0 days 00:00:58.732173
ru,read,0.961,0 days 00:00:58.645370
sh,write,0.99,0 days 00:00:58.551908
sh,read,0.992,0 days 00:00:58.524958
tr,write,0.936,0 days 00:00:58.645255
tr,read,0.932,0 days 00:00:58.648477
zh,write,0.13,0 days 00:00:58.752991
zh,read,0.702,0 days 00:00:57.795290
ent,write,0.987,0 days 00:00:59.027894
ent,read,0.995,0 days 00:00:59.052364
eno,write,0.0,0 days 00:00:58.932588
eno,read,0.0,0 days 00:00:59.120002
ar,write,0.797,0 days 00:00:58.417168
ar,read,0.994,0 days 00:00:58.479028
br,write,0.743,0 days 00:00:58.188319
br,read,0.701,0 days 00:00:58.282226
de,write,0.627,0 days 00:00:58.467748
de,read,0.747,0 days 00:00:58.526753
en,write,0.308,0 days 00:00:58.313435
en,read,0.306,0 days 00:00:58.423314
eo,write,0.98,0 days 00:00:58.403243
eo,read,0.993,0 days 00:00:58.378759
es,write,0.611,0 days 00:00:58.349251
es,read,0.854,0 days 00:00:58.355611
fi,write,0.961,0 days 00:00:58.473077
fi,read,0.905,0 days 00:00:58.554342
fr,write,0.26,0 days 00:00:58.558428
fr,read,0.774,0 days 00:00:58.605397
fro,write,0.984,0 days 00:00:58.476269
fro,read,0.88,0 days 00:00:58.560630
it,write,0.937,0 days 00:00:58.469803
it,read,0.696,0 days 00:00:58.470699
ko,write,0.79,0 days 00:00:58.602701
ko,read,0.964,0 days 00:00:58.486616
nl,write,0.666,0 days 00:00:58.305760
nl,read,0.527,0 days 00:00:58.372072
pt,write,0.693,0 days 00:00:58.370217
pt,read,0.776,0 days 00:00:58.378802
ru,write,0.362,0 days 00:00:58.515696
ru,read,0.96,0 days 00:00:58.584353
sh,write,0.989,0 days 00:00:58.485260
sh,read,0.99,0 days 00:00:58.415071
tr,write,0.938,0 days 00:00:58.501847
tr,read,0.917,0 days 00:00:58.486703
zh,write,0.122,0 days 00:00:58.543195
zh,read,0.655,0 days 00:00:57.674742
ent,write,0.988,0 days 00:00:59.227983
ent,read,0.996,0 days 00:00:59.178161
eno,write,0.0,0 days 00:00:59.257995
eno,read,0.0,0 days 00:00:59.225641
ar,write,0.835,0 days 00:00:59.041373
ar,read,0.985,0 days 00:00:59.049070
br,write,0.748,0 days 00:00:58.873143
br,read,0.725,0 days 00:00:58.980681
de,write,0.635,0 days 00:00:59.157282
de,read,0.728,0 days 00:00:59.243042
en,write,0.32,0 days 00:00:59.029592
en,read,0.269,0 days 00:00:58.977612
eo,write,0.987,0 days 00:00:59.095969
eo,read,0.993,0 days 00:00:59.071406
es,write,0.651,0 days 00:00:58.994058
es,read,0.85,0 days 00:00:59.021494
fi,write,0.978,0 days 00:00:59.227423
fi,read,0.913,0 days 00:00:59.206055
fr,write,0.267,0 days 00:00:59.069674
fr,read,0.752,0 days 00:00:59.268674
fro,write,0.985,0 days 00:00:59.151146
fro,read,0.892,0 days 00:00:59.106139
it,write,0.945,0 days 00:00:59.094625
it,read,0.679,0 days 00:00:59.118876
ko,write,0.772,0 days 00:00:59.279734
ko,read,0.97,0 days 00:00:59.039926
nl,write,0.692,0 days 00:00:58.915206
nl,read,0.534,0 days 00:00:58.980004
pt,write,0.676,0 days 00:00:58.978491
pt,read,0.765,0 days 00:00:59.023784
ru,write,0.361,0 days 00:00:59.253641
ru,read,0.965,0 days 00:00:59.237825
sh,write,0.985,0 days 00:00:59.059198
sh,read,0.989,0 days 00:00:59.063591
tr,write,0.93,0 days 00:00:59.109830
tr,read,0.929,0 days 00:00:59.109886
zh,write,0.129,0 days 00:00:59.138558
zh,read,0.67,0 days 00:00:58.319652
ent,write,0.981,0 days 00:00:58.555119
ent,read,0.995,0 days 00:00:58.569937
eno,write,0.0,0 days 00:00:58.496443
eno,read,0.0,0 days 00:00:58.461977
ar,write,0.813,0 days 00:00:58.406577
ar,read,0.984,0 days 00:00:58.500112
br,write,0.764,0 days 00:00:58.321734
br,read,0.725,0 days 00:00:58.319760
de,write,0.612,0 days 00:00:58.526178
de,read,0.7,0 days 00:00:58.565482
en,write,0.323,0 days 00:00:58.326947
en,read,0.269,0 days 00:00:58.306925
eo,write,0.979,0 days 00:00:58.470631
eo,read,0.997,0 days 00:00:58.411801
es,write,0.631,0 days 00:00:58.360821
es,read,0.841,0 days 00:00:58.396632
fi,write,0.967,0 days 00:00:58.481926
fi,read,0.912,0 days 00:00:58.482542
fr,write,0.261,0 days 00:00:58.425719
fr,read,0.746,0 days 00:00:58.627681
fro,write,0.993,0 days 00:00:58.571301
fro,read,0.861,0 days 00:00:58.499497
it,write,0.928,0 days 00:00:58.484291
it,read,0.703,0 days 00:00:58.459255
ko,write,0.783,0 days 00:00:58.519346
ko,read,0.948,0 days 00:00:58.354860
nl,write,0.652,0 days 00:00:58.371073
nl,read,0.507,0 days 00:00:58.426939
pt,write,0.687,0 days 00:00:58.344534
pt,read,0.765,0 days 00:00:58.357048
ru,write,0.38,0 days 00:00:58.542270
ru,read,0.953,0 days 00:00:58.549104
sh,write,0.991,0 days 00:00:58.417462
sh,read,0.991,0 days 00:00:58.460138
tr,write,0.945,0 days 00:00:58.558641
tr,read,0.919,0 days 00:00:58.432239
zh,write,0.138,0 days 00:00:58.481755
zh,read,0.669,0 days 00:00:57.647856
ent,write,0.997,0 days 00:00:58.671074
ent,read,0.993,0 days 00:00:58.639828
eno,write,0.0,0 days 00:00:58.625473
eno,read,0.0,0 days 00:00:58.619698
ar,write,0.814,0 days 00:00:58.563570
ar,read,0.993,0 days 00:00:58.599918
br,write,0.752,0 days 00:00:58.362140
br,read,0.743,0 days 00:00:58.396037
de,write,0.645,0 days 00:00:58.655009
de,read,0.708,0 days 00:00:58.674197
en,write,0.299,0 days 00:00:58.440301
en,read,0.297,0 days 00:00:58.469890
eo,write,0.991,0 days 00:00:58.618338
eo,read,0.996,0 days 00:00:58.523317
es,write,0.649,0 days 00:00:58.486431
es,read,0.849,0 days 00:00:58.532850
fi,write,0.979,0 days 00:00:58.658251
fi,read,0.897,0 days 00:00:58.673016
fr,write,0.266,0 days 00:00:58.617718
fr,read,0.744,0 days 00:00:58.747245
fro,write,0.985,0 days 00:00:58.652422
fro,read,0.876,0 days 00:00:58.587324
it,write,0.937,0 days 00:00:58.570523
it,read,0.697,0 days 00:00:58.584037
ko,write,0.805,0 days 00:00:58.667256
ko,read,0.965,0 days 00:00:58.619297
nl,write,0.679,0 days 00:00:58.526194
nl,read,0.516,0 days 00:00:58.470289
pt,write,0.725,0 days 00:00:58.445817
pt,read,0.772,0 days 00:00:58.460197
ru,write,0.352,0 days 00:00:58.652764
ru,read,0.964,0 days 00:00:58.639472
sh,write,0.986,0 days 00:00:58.602002
sh,read,0.99,0 days 00:00:58.591923
tr,write,0.944,0 days 00:00:58.643359
tr,read,0.902,0 days 00:00:58.567403
zh,write,0.125,0 days 00:00:58.626830
zh,read,0.639,0 days 00:00:57.790962
ent,write,0.994,0 days 00:00:59.304730
ent,read,0.999,0 days 00:00:59.208989
eno,write,0.0,0 days 00:00:59.175222
eno,read,0.0,0 days 00:00:59.190878
ar,write,0.817,0 days 00:00:59.012983
ar,read,0.979,0 days 00:00:59.109127
br,write,0.757,0 days 00:00:58.947792
br,read,0.731,0 days 00:00:59.068667
de,write,0.633,0 days 00:00:59.176948
de,read,0.716,0 days 00:00:59.252122
en,write,0.335,0 days 00:00:58.991852
en,read,0.273,0 days 00:00:58.996891
eo,write,0.991,0 days 00:00:59.075314
eo,read,0.996,0 days 00:00:59.151046
es,write,0.626,0 days 00:00:59.101616
es,read,0.841,0 days 00:00:59.052062
fi,write,0.968,0 days 00:00:59.243569
fi,read,0.896,0 days 00:00:59.217479
fr,write,0.255,0 days 00:00:59.081969
fr,read,0.76,0 days 00:00:59.310268
fro,write,0.989,0 days 00:00:59.196742
fro,read,0.892,0 days 00:00:59.220444
it,write,0.943,0 days 00:00:59.119303
it,read,0.652,0 days 00:00:59.084495
ko,write,0.784,0 days 00:00:59.132632
ko,read,0.947,0 days 00:00:58.997781
nl,write,0.711,0 days 00:00:58.930191
nl,read,0.512,0 days 00:00:59.093201
pt,write,0.71,0 days 00:00:59.096991
pt,read,0.771,0 days 00:00:59.067332
ru,write,0.354,0 days 00:00:59.181850
ru,read,0.957,0 days 00:00:59.238663
sh,write,0.984,0 days 00:00:59.094409
sh,read,0.992,0 days 00:00:59.059015
tr,write,0.921,0 days 00:00:59.240896
tr,read,0.934,0 days 00:00:59.228388
zh,write,0.108,0 days 00:00:59.167861
zh,read,0.646,0 days 00:00:58.334750
ent,write,0.993,0 days 00:00:58.688761
ent,read,0.997,0 days 00:00:58.733651
eno,write,0.0,0 days 00:00:58.707392
eno,read,0.0,0 days 00:00:58.643340
ar,write,0.818,0 days 00:00:58.557422
ar,read,0.989,0 days 00:00:58.693058
br,write,0.756,0 days 00:00:58.473514
br,read,0.712,0 days 00:00:58.476094
de,write,0.611,0 days 00:00:58.689317
de,read,0.766,0 days 00:00:58.754551
en,write,0.345,0 days 00:00:58.469237
en,read,0.276,0 days 00:00:58.438616
eo,write,0.995,0 days 00:00:58.679800
eo,read,0.993,0 days 00:00:58.635943
es,write,0.628,0 days 00:00:58.534087
es,read,0.843,0 days 00:00:58.529531
fi,write,0.967,0 days 00:00:58.709158
fi,read,0.895,0 days 00:00:58.690615
fr,write,0.28,0 days 00:00:58.653404
fr,read,0.732,0 days 00:00:58.780323
fro,write,0.987,0 days 00:00:58.794945
fro,read,0.896,0 days 00:00:58.638352
it,write,0.938,0 days 00:00:58.587225
it,read,0.708,0 days 00:00:58.602931
ko,write,0.803,0 days 00:00:58.711727
ko,read,0.959,0 days 00:00:58.595255
nl,write,0.71,0 days 00:00:58.537331
nl,read,0.534,0 days 00:00:58.578388
pt,write,0.703,0 days 00:00:58.570121
pt,read,0.764,0 days 00:00:58.505815
ru,write,0.37,0 days 00:00:58.759120
ru,read,0.963,0 days 00:00:58.708707
sh,write,0.988,0 days 00:00:58.660751
sh,read,0.991,0 days 00:00:58.605459
tr,write,0.941,0 days 00:00:58.774224
tr,read,0.929,0 days 00:00:58.673508
zh,write,0.124,0 days 00:00:58.710320
zh,read,0.687,0 days 00:00:57.892161
